Symbol,Mean_Return,Annualized_Return,Volatility,Annualized_Volatility,Sharpe,Observations
AUTOAXLES.NS,0.0008189821370981135,0.2063834985487246,0.02550907550466033,0.4049440197630042,0.5096593318491571,1599
AUTOIND.NS,0.0013051450350768275,0.32889654883936054,0.03405775288905801,0.5406500661488345,0.6083353529985868,1599
AVADHSUGAR.NS,0.000796111679332392,0.2006201431917628,0.03160852094760481,0.501769714427628,0.39982513376801054,1599
AVALON.NS,0.0023623446674728055,0.5953108562031469,0.031220643099094912,0.4956123444702602,1.2011622850908816,782
AVANTIFEED.NS,0.0007219965061639863,0.18194311955332454,0.027653879253571656,0.43899172374695455,0.41445683303633524,1599
AVG.NS,0.0011881200706568612,0.29940625780552904,0.03259636184330032,0.5174512024970858,0.5786173775626993,1599
AVONMORE.NS,0.0010335878282251988,0.2604641327127501,0.03215153427218847,0.5103897837202845,0.5103239543985378,850
AVPINFRA.NS,0.0006819253481489013,0.17184518773352314,0.038698108395915004,0.6143134261452706,0.2797353605175574,553
AVROIND.NS,0.0016112901588198265,0.4060451200225963,0.03103120137427752,0.4926050503194245,0.8242812771799654,1599
AVSL.NS,0.000912201982652516,0.22987489962843402,0.018004652196816788,0.2858149929299399,0.8042786603737819,1599
AVTNPL.NS,0.0009878568378985698,0.24893992315043958,0.02743353326515942,0.43549383962057764,0.5716267384340673,1599
AWFIS.NS,-0.0001814171813702163,-0.045717129705294506,0.0305560415417191,0.48506212181968444,-0.09425005097035645,508
AWHCL.NS,0.000496200681509402,0.1250425717403693,0.02918989151453838,0.46337516246653854,0.2698516922546511,1348
AWL.NS,9.192624076316884e-05,0.023165412672318548,0.027765084213238377,0.44075704775396524,0.05255823540511983,1075
AXISBANK.NS,0.0007057366514617478,0.17784563616836044,0.02057520669297008,0.3266212805001032,0.5445010683200241,1599
AXISCADES.NS,0.002844821530839263,0.7168950257714943,0.035889330033700845,0.5697254519393629,1.2583166564371695,1599
AXITA.NS,0.000407389433037951,0.10266213712556366,0.027408321977931305,0.4350936228431531,0.2359541297220353,985
AYMSYNTEX.NS,0.0018165898272177593,0.45778063645887535,0.03346687565857394,0.5312701809054459,0.8616719946123798,1599
AZAD.NS,0.002312459744106747,0.5827398555149003,0.029610487616019865,0.4700519185880783,1.2397350855737577,609
BABAFP.NS,-0.0014707393030849298,-0.3706263043774023,0.03337736605811413,0.5298492600488294,-0.6994938604674968,638
BAFNAPH.NS,0.00269715148911062,0.6796821752558763,0.0286765189666138,0.4552256259161224,1.4930665950275634,1599
BAGFILMS.NS,0.0011921704393423457,0.3004269507142711,0.03436535586163425,0.5455331119567202,0.550703420433452,1599
BAHETI.NS,0.002674175977044284,0.6738923462151596,0.0339511533005002,0.5389578501417198,1.2503618715971174,869
